SpanishData|BullyingLabel
oye maravilloso jessicaaa mierda dem odiar todavía amor gracias|1.0
oye lala oye jazmín 333|0.0
hola lmaooo hola jajaja|0.0
hola jajaja um hola yo. 33 quien esto es|0.0
sensación azada hermana como sensación haterr. eh explique tht dum perra|1.0
huno tu r maldita sea bonita fo omar feo maldición tu bonita no es servir u. mantener kumin mamá. aww gracias|0.0
3 tu tu teww quien tu r|0.0
no noe tu 12 ..- noesha jajaja niether último tyme engañado 15. jajaja ily noesha|0.0
fucken amor youu2665 tu tew perra.|0.0
maldito lovee tu sexy culo ily tu teww huno|1.0
escuchado dat tu no me gusta gurl nombre katiana cierto dnt incluso noe mi qurl nombre katiana|0.0
manada tu fuked karone 6 6 grado umm manada dnt incluso hablar tew 6to calificadores dejar solo fuk danny noe tu|1.0
manada yu qotta hikie um|0.0
manada yuh soltero obtener si um soy bueno jus kus soy soltero dnt media todavía dnt lyke rocío necesitar tyme obtener soy str8 gracias gracias|0.0
sabia ese.. visto tu hoy.. jajaja jajaja|0.0
amor personas hablar mierda anónimo asustado youu r jajaja lofl fukin noee rytee|0.0
amor hermana aujalaaaaa jajaja pags tu los que odian justtt gracioso r lmfao lofl rofl rito tiene vida mmsgin ppl anonimo diciendo mierda|1.0
amor aujalaaaaa 333333333333 amor tu anonimo jajaja|0.0
amor sisssssy fukin amor tu|1.0
lovee aujalaa dixonn 33 amor yuu tew idalis boogle 3333|0.0
amor yuuhhh aujula 3333 abucheo jejeje ily teww boothanh 33|0.0
luvv mi abucheo shuld noe dis noe exactamente amor tu boothang|0.0
luvv mi booo 3333 ily2 boothang|0.0
luvv tu nena 3 mmhm ily tew|0.0
neva preguntó tew si tu amigo apostar parar formspringin mi pussi ahh azada amperio traer tu stoopid culo yo amperio stoopid culo dramma en todas partes más kay kay stoopid feo lukin truco okk tomar mira dwn vv fukin syco culo um oh si detener usin truco kus sed dat tew tu fukin grasa culo zarigüeya pase a ver ahh gettin chicos scruumy sucio apestaba culo kunt|1.0
sierra tu hoy asustado decir hola lmao|0.0
querer yu 2 profundo garganta dik ardid comer tu coño..y querer 69 tu tu trucos pálido n / a dedo tht coño salir tu ingenio hikies.8 um stalee|1.0
bonita por supuesto kk|0.0
podría fecha celebridad haría deff pequeño wayne|0.0
podría protagonista papel uno película haría idc|0.0
iightt rompe tu corazón rotura dickk ahahaha jajaja|1.0
iiii luvvv yuhhhh aujula 333 rainbowxz jajaja amor tu tew boothang|0.0
te amo h lala x33 duro amor yuu huno|0.0
imani lovesss 333333333 duro|0.0
llamado anónimo contar tu se fue ingenio ssms incluso grande acuerdo haría tu asustado decir nombres ppl tu se fue eso. wtf dnt mmsg ingenio tht mierda adiós pronto tu anónimo enfermo dejar tu adiós|1.0
entra graduación fiesta entrenar unión sala sab.may 22..8 reloj weneva 2 b4 diez dakota del norte 3 afta 10 propagación palabra combate 2 depresión wtf|0.0
iz yuh relacionado tah justin metro. brahh eh eh jajaja tu|0.0
k pizca tu buhh tu r camino guapa omaru2665 alott ppl diciendo tht um r tu noe soy pertty|0.0
kan tu ppl detener hablando bwt omar mah página gracias|0.0
kee jayyy mira igual incluso más fino jejejejeje amberr lmfao 333|0.0
lala bastante 3 aww gracias tu 2)|0.0
lala 3 anonimo 3333|0.0
lalaa hablar mucho mierda todavía pisó ámbar me gusta dijo maldito travestido hombre wtf tu kan salto tiene problemas ingenio creer shuwld paso fuk ..y por cierto soy travestido creer eso tu mamá|1.0
pequeño joven cosa vamos alrededor polla wiff ya tounge profundo garganta 9 9 pulgada intestino frente moler lado fxck detrás agarrar ya cabello tortazo ya culo yu gritando me gusta yu dien hacer yu semen 4 4 veces wiff incluso molesto enfermo golpear coño um ohkayy df|1.0
lmfao lmfao lmfao lmfao rofl 3 peyton pálido n / a cassie lmfao eso es media ahaa media buh truee|1.0
lmfaooooo nombre no es polla jajaja amor youuuuuu bitchhhhhhh ahaa jajaja amor tu|1.0
jajaja mucho contar whoo fuk esto es|0.0
jajaja danzado ingenio afta yu izquierda las noche escuchó tht grl dancn wiff jeffery tiene mojado metedura de pata ahahahahahaha dios mio jejeje yu noe yu me gusta|1.0
jajaja tht haría extraño tu nombre dik jaja jajaja ahaa oh|0.0
amor demasiado tld tu tew cerrar up..vv|1.0
mexiacn chino comida uhh chino|0.0
correo electrónico hayleysanders live.com iight|0.0
n / a neva dhat jus dejar saber wen shizz finna vamos cuhh no es havin hijo hijo no es havin..ahaa tu hacer risa byeu2665|0.0
n / a neva dhat tosha kno combate chu huno wen yu finna dhis mierda ull encontrar tosha|1.0
nuevo méjico objetivo ceejay72296 kk enfermo soy tu|0.0
realmente duro porque loveee youu me gusta haitiano ama gato yu querer discutir ama illl feliz soo 333333 lmfaooooo ahaaaaaa jajaja amor yu me gusta mexicano ama nadar|0.0
no realmente ..oms dicho uno peolpe palo jugo caja tu enojado gay dnt annonomousss marimacho palo tht tu jugo caja azada|1.0
mhm kr mmhm|0.0
oh perra esconder cus gon n / a encontrar gon problema azada esconder frm .oms wtf no es escondido en ninguno sierra ull encontrar oh si real palma me gusta df azada tu dnt skare|1.0
oh si por cierto anonomousvvvv paso tew ámbar luchó decir ah alreadii dum trikk no es sentido fitin juss ggunnah perder de nuevo. mmhm|1.0
omar feo dudeszz obtener yo. dnt me gusta quien tal vez|1.0
omar ugle um bueno|0.0
dios mio tu me gusta omar aww que tu kute kouple df hablar englishh um nunca siempre sed tht.|1.0
miguel reina escucha canta pálido n / a número tres wats descanso lmfao ily. 3 súper talla onza ranngggggg kuwld caminar casa ingenio tobillo braclet tiene 2 huelgas dnt obtener orda ronnggg tu soy pase a ver kute theress nutin tu kuwld decir yu obtener ingenio kan tu wayyyy hayyy lmfao ily 2)|0.0
oh maldición tu vamos ingenio omar moree|0.0
uy incorrecto personn umm tararear suree. tu molesto|1.0
peyton feo wite skranyy hoeish apestaba aspirante kassie falso azz infierno. sip pensar rutina jajaja ahaaa si ppl|1.0
rápido autobomba papi stroker wtf jajaja|0.0
r tu bi r yuu|0.0
r tu yendo claros siguiente año adivinar pálido n / a vamos muelles|0.0
mismo.. jajaja no sé antiguo r yuu|0.0
sexy grasias|0.0
decir haitiano vvv -______- ahahaha|1.0
antiguo testamento correcto lado perra menos show represa informacion pussyyy culo v mmhm sip 10000 ily rach .u2665|1.0
starburst juego de bolos juego de bolos jajaja|0.0
stfu tonto perras hopp mierda amperio bryann aree perfectooo el uno al otro lmfao lovee yuu sexy mamá 3 lmao ily tu benn largo tyme tu miró bonita paseo|1.0
estúpido bitchhh salto ashlie primavera adiós|1.0
suppppppppp nadaa aburrido yuu|1.0
gracias te quiero 3 notario público ilu 2|0.0
eso dijo alguna cosa almuerzo cuhhh amberr|0.0
tu azada gracias gastando tyme tu día kome ver soy duing soy multa tu explique aujala azada espere ver tu knt kus soy odiar mucho amor muahszz oh si kome|1.0
tu omar hablar eso es ninguna tu biussniess|1.0
tu betta noe no cuidado nunca más kk yurs ilu omgoshh kk amor tu tew anonimos jajaja r tu positivo|0.0
tu concitado esta bien|1.0
tu dnt me gusta jazmín h. bosque cañada nunca sed tht adiós.|0.0
tu chicos necesitar gay hopp esteras polla wtf dnt incluso noe mate dum azada salto mah dik|1.0
tu iz str8 ingenio cristal adivinar|1.0
tu me gusta russell multa.. jajaja buh|0.0
tu r real pretie pags grasiass|0.0
tu seexy ahh fuk gracias quien|0.0
tu ugliii ew azada ghet lyfe perra yu suave yuu obtener fuckinn vida amperio detener preocuparse pajarita miness yu fuckk azada|1.0
um aujula mierda feo lmfao jk bebita gorgouesss 3 ahaa jajaja gracias|1.0
um da gurl dat cuelga ingenio evelyn nombre katiana..porque alwayz escuchando tu hablar tu me gusta wtf obtener vida dnt incluso noe señor me gusta wtf tu molesto. maldición perra salto byeeeeeeee|1.0
piso de arriba oh jajaja|0.0
uqhhh bien ima qivv ihtt tu diss tiempo mmhmm jajaja eso wat pensamiento niggah jajaja|0.0
tu fukin sexyvv no escucha fuk gracias def|1.0
tu enojado feo. noe 333|1.0
tu bonita jajaja gracias|0.0
tu reaellie bonita l l eww odio camino tu rito gracias|0.0
tu sexy kume suk dikk um thnxx enfermo pasar|1.0
tu soooooooooooooooooooooooooooooooo pretie me gusta guau 3 awweyy gracias annonmouss|0.0
ura gon n / a getta jugó fideicomiso omar wurth mierda amor jhon aunque jajaja|0.0
vvv eww no hablar morgann lmao jkjkjk morgan mi perra oh lmao jajaja|1.0
vvvvvv polluelo no es gott amigos amperio amperio me gusta comienzo wif ppl .. jajaja wowww|1.0
espere dnt fuk ingenio lala cáscara golpear zapatos culo azada ima kume uvvvvvvv zapato pensamiento vestir dem lmfao dnt tu media azadas quien|1.0
wat peyton lamoruex witee gurll|0.0
wat tu bfs apellido askk|1.0
watsss bueno hola..|0.0
wazzup hola|0.0
bien dayumm yoo ppl upp tu negocio jajaja ahaa noe rito /|0.0
colegio tu vamos sierra|0.0
que es nombre aujala vamos lala|0.0
que es youur favorit color púrpura|0.0
mucho|0.0
multa niños colegio hay tht manyy|0.0
ppl empezado mandar foto florina alrededor yhat follada arriba. noe fuk tu noe más fuked puttin explosión|1.0
hermoso persona saber|0.0
puta tu primero namer aujalaaa|0.0
tu fuckinq maravilloso idkkk mah mamá jajaja|0.0
rotura no sé pedir soy gunnah contar mah agujero vida historia anonimos ppl k adiós|0.0
todo el mundo comienzo mierda yuu vv no aprender qonna qet culo golpeado qosh jajaja jajaja ahaa|0.0
r tu suchho azada hablar englisheee fukin dum culo soy contar 1 razón ima hoa r tu coño tew anonimo|1.0
haría eva vamos espalda bryan &#39;re jus obtener herir|0.0
guau chicos soo annyoing esperanza fuckk offf aujalas pagee jajaja ily jessika|1.0
woww ummmm yuu quyys necesitar detener postinqq mierda anónimamente seriamente str8 y no mierda he aprendido lección vvvv oh cierto|1.0
tu hablar mierda peyton wernt amigos tu kare nigga por cierto tu kan obtener buissness|1.0
muelles no sé juss pálido n / a vamos dere|0.0
tu h norte c j mi um wat|0.0
tu dakota del norte cristal srt8 shez iz ingenio peyton dakota del norte savanah wtf soy str8 ingenio dhat grasa azada um pensar dnt kare str8 ingenio dem um ella es ingenio adios dios .. salto ingenio dhat dum mierda|1.0
yeh me gusta drama sano dijo algo thr sed exactamente noe dis ámbar soy dum kus taylor brianna u. adios ..|1.0
yhu si mirar si se asemejan bryun|0.0
yema necesitar un detener llamando sexii ahh gurl azada nohomo nombre iz hayley tú quieres si amigos gracias soy okay|1.0
yoo soy narración todos ustedes dnt lío ingenio kuszinn kus jugar repetir dooooo nottt nosotros tld cerrar dwn me gusta de verdad|1.0
bryan hacer bueno pareja. gracias anonimo|0.0
omar lindo pareja bebé niña 3 aww gracias jajaja ahaa|0.0
omar gowd pareja aww esperanza mejor um gracias quien|0.0
bonita huno saber aunque l0l|0.0
sware shxt me gusta fite nadie wiinn wellll pequeño stiiick perra detener molesto actuar difícil srry tht tu anonimo tu decir mierda oh si dnt tratar tew akt difícil por cierto juss dnt dejar ppl fuk ingenio me gusta tu apestaba azada tu kan salto mah mierda fuk tu bonito día adiós odiar|1.0
me gusta duro wen imani dijo imani ama kuss amor|0.0
cojo mierda k dejar cojo dah fuk wurry bwt coro|1.0
cojo culo obviamente iloveyouhh moree tu extra extra cojo inkorrekt obvio amor alani|1.0
nombre jajajajajajaja jajaja aujala guau|0.0
bienvenidos gunna chupar porque vive lejos infierno yendo noveno grado.. noeee extremo.. enfermo ver himm verano|0.0
tu perra dakota del norte azada eh eh|1.0
yu hipocresía vamos muelles cristal wtf cristal gunnah rocío kan vamos sensación me gusta ihh esta..|0.0
yu tiene enojado wyte teef bien gracias youu suponer diferente k l r|0.0
yu todavía me gusta omar si maum señor|0.0
yuh poner foto yuh bryan kising pared papel nueva jersey juss forr yuuuuu anónimo|0.0
yuh todavía pálido n / a desvanecerse brianaa jajaja tht ardid hace me gusta último año jajaja|0.0
yuhh derecho witt candis eh eh|0.0
tu preddy gracias tu|0.0
idgaf cojo perra jajaja porque todavía dickk wtffff quiero t|1.0
querer correo no deseado pedir nah gracias|1.0
3 dama gagá amperio x-tina 3 encantan 3 imxta dakota del norte lo digan las 2 3 mi gustaba cristina pero pd ya esta toda odiosa xd|0.0
3 u2665 u2665 u2665|0.0
/// _ emo * r lmao jajaja amor pags|0.0
jeje gracioso querer mierda apretado culo tal vez saber|1.0
intereso jajaja broma ^^ r norte serio tanto como r uu seras quot esos quot chicos u00bfno xd interesar es muy diferente ir tener algo|0.0
*beso espalda* jajaja u2665u2665|0.0
*besos* muah jajaja pags pálido n / a saber pedir|0.0
|0.0
país colombia sur america|0.0
pedir alguna cosa|0.0
soy contento correcto aww|0.0
sagitario capricornio pags|0.0
no estaba aidan soy grandtheftaidan baahha aidan -.-|0.0
pags jajaja eres bonita asombroso saber correcto si sabia me gusta dm|0.0
umm sonreí perdió aliento minuto|0.0
|0.0
lsvcap|0.0
^^ pensar lindo bromas : 3 aww gracias|1.0
^^ muy bn ^^ mmm afirmar r comida favorita pizza coca cola xd|0.0
^^ pero eres el tipo delaware chico anda estafa varias u00bfno uu xq heno chicos asi aca en perú hijo realmente desagradables uu ^^ iu2665gaga en que hacer el mundo heno perros pero yo soja solo delaware una mujer|0.0
saber doloroso alguien importante de verdad mal saber|1.0
0oo0o0o0o0o0oh h3yyyyyy dormir pags colegio 7 7 horas jajaja|0.0
10 p.m. trabajos padres no obtener casa 12am 33 llenar espacios en blanco hipocresía|0.0
8 ===== d ~ jajaja|0.0
banda suena frio &#39;metro talentoso persona pags|0.0
persona especial me gusta alguien jajaja tal vez pags|0.0
what hora te duermes la hora what duerma estafa el gorjeo abierto pecado despedirme bahaha|0.0
aaaa nariz u00acu00ac|0.0
jajaja caderas xd jajaja ily u2665|0.0
bien bien tiene ejército de reserva vamos limpiar jajaja umm sí dm de verdad perdido hablando plano perdido jajaja 33 dulce 33|0.0
en medio de brillante luces orar fama tomar vida aww recuerda quot paparazzi-gaga quot 33|0.0
amiix hola|0.0
preguntas sucio jajaja pensar preguntas me gusta celoso alguna cosa|0.0
pags me gusta sucio preguntas pags|0.0
de todos modos favorito niña cantante 3) gagá hayley tal vez rihanna pags|0.0
tu ventilador tino coury pags|0.0
tu soltero|0.0
bueno besador gusto contar|0.0
cartero querer sorpresa paquete|0.0
virgen tal vez d -.- b|0.0
gay jajajaja|1.0
gay jajaja|1.0
gon n / a ven porque dejar porque uno viniendo soy gon n / a bajate. invitación ppl ll vamos|0.0
listo &#39;metro siempre listo|0.0
soltero xp si|0.0
soltero si|0.0
derecho pags|1.0
yuu vergin tal vez|1.0
areee chico gay bieleber l si si|1.0
arent yu yendo gimnasio gimnasio pags|0.0
artista favorito dama gagá paramore wisin yandel demasiados mas|0.0
pedir pregunta|0.0
pedir preguntas okay|0.0
pedir cosas pedir pags|0.0
pedir meeee pags entendi la pregunta jajaja|1.0
aww ily2 pags lmao tu sed vamos mierda tu abuelo soy realmente jajaja en g por cierto wots me gusta sur america bahahaah bien &#39;metro maldito latino más decir pags|0.0
aww gracias beso jajaja amor huno x amor yah u2665|0.0
awww engañado pags alguna cosa me gusta c bien mierda pasado pasado|1.0
awww más dulce chico ^. ^ gracias u2665|0.0
awww soo bonito ah ah|0.0
awww más dulce cosa rock 33 awwh gracias ricura|0.0
awwww saber|0.0
awwwww bueno 3|0.0
bebé querer tu mal romance / 3|0.0
bebé nada siempre rotura nosotros aparte amor mucho querer siempre de verdad amor siempre siempre *tú excepción* l 3 3 3 3 ily2 u2665|0.0
bebé tu poner tu sueños logro preguntas hace sadddd amor uuu 3 3 3 &#39;metro sorryu2665|0.0
babyyy gracias cambiando.. amor soo maldito mucho espalda perras mía amor youuuu 11 dias babyyy 3 3 3 3|0.0
malo romance teléfono dependencia delaware como este mi dia malo romance cuando amo alguien teléfono cuando quiero olvidarla|1.0
bahaha vamos obtener listo jajaja|0.0
soy amigo soy bonita por supuesto hacer contento|0.0
besar oo hmm okay jajaja ver páginas soja adicto besar por cierto xd|0.0
bett ya no saber tu amor secreto tu|1.0
bobotee cuente conmigo jajaja bobotaa|0.0
chico imposible jajaja absolutamente idea paige piensa asombroso|0.0
querer peludo culo lamer mierda saber querer cerrar mierda apuesta &#39;re 50 años antiguo pervertido|1.0
youd saber yo..|1.0
camino 1 sed tu asqueroso amperio pppppppppppppplease contar eso es no|1.0
beso *beso x10 *|0.0
imagen pene deseo ahahhaha|1.0
pedir alguna cosa por favor jajaja eso es pregunta what quieres what te pregunte xd|0.0
show todos ropa interior si xd|1.0
ven obtener ya dulce california espere|1.0
ven tinychat enviar enlace|1.0
cual es tu pasion musica besar u266a|0.0
cuando se estrena alejandro se xd pero falta mucho se esta terminando delaware editar uu|1.0
baile fiesta si noche|0.0
querido excepción 3 aww dulce pensar cayó amor 33|0.0
vamos jajaja sip|0.0
tu considerar nosotros mismos atractivo contar|0.0
tu gf pags|0.0
tu niña amigo &#39;metro soltero pags|0.0
tu me gusta niña verde azul gris marrón color avellana ojos amor azul ojos 3 me gusta colores pags|0.0
tu me gusta justin bieber si pags|0.0
tu me gusta ujier frio|0.0
creer dios si amor dios|0.0
dedo apretado culo wtf jajaja|1.0
vamos zingled nop pags|0.0
persona especial alguien páginas|0.0
novia &#39;metro soltero pags|0.0
remordimientos no|0.0
saber amor 33 si si u2665|0.0
saber amor dulce chico -anónimo gracias gorjeo pags|0.0
saber partes vagina no sé uno jajaja|0.0
me gusta nadie gorjeo verdad por favor jajaja tal vez pags|0.0
me gusta nadie gorjeo sip|0.0
me gusta nadie novia me gusta nadie gf pags|0.0
me gusta harry alfarero bonito &#39;metro enorme ventilador|1.0
me gusta tal vez|0.0
me gusta justin bieber si pags|0.0
me gusta monstruo energía bebidas beber energía bebidas si me gusta pags|0.0
amor si curso|0.0
pensar extraño mantener vocación sexy pequeño smexy bestia extraño|1.0
pensar onetrubelieber gustos no sé|0.0
pensar sierra futuro haría matar hacer más fuerte efecto no sé|1.0
pensar lograr más profundo sueños toda la vida nah|0.0
pensar caliente contar pags|1.0
utilizar condones xd obviamente|0.0
nadie hablar francés francés amigos|0.0
nadie hablar francés francés muchachas|0.0
no hacer ven colombia látigo felicidad xd lmao ahahaha lmfao|0.0
tipo que es|0.0
comer x ven cama lmfao|1.0
en what ciudad delaware colombia vives tulua pags|0.0
eres gay jajaja otra vez estafa la misma pregunta u00acu00ac xd quien llamada de socorro|1.0
eres virgen xd soja naciones unidas ángel|0.0
esoooooo gusta gusta páginas pero si lo ven todas las personas what conosco creo what voy del pais pero solo lo utilizaria como escusa paraca irme la páginas|0.0
favorito animal perros delfines|0.0
favorito dulce hersheys galletas crema pags|0.0
favorito película estrella johnny depp páginas|0.0
favorito cosa escucha música beso pags|0.0
favorito 5 5 bandas paramore oye lunes tokio hotel bmth verde día metro estación ojos conjunto matar amperio pxndx pags|0.0
favorito clase colegio inglés jajaja|0.0
favorito color ojos ligero marrón pags|0.0
favorito sitio vamos centro comercial|0.0
favorito rapero flo rida eminem pequeño wayne fisgonear dogg páginas|0.0
favorito canción eminem perder hecho páginas|0.0
favorito canción paramore giro|0.0
favorito canción tokio hotel monzón|0.0
favorito cosa gagá camino pensando|0.0
favorito cantante hembra lady gaga pags u2665 masculino justin bieber|0.0
coqueta eh bien no sé pedir hermana dice ssoo caliente bahaha|0.0
seguir bryanbiebz ya siguiendo|0.0
1 10 mucho amor gagá 20|0.0
mierda xd|1.0
mierda pedir siempre querer por favor por supuesto|1.0
gagá comió corazón bien comió mía 3|0.0
gagá paramore gagá es una solista paramore es una banda asi what se comparan si dados gagá hayley definitivamente naciones unidas trío jajaja|0.0
gagá hayley eligió uno california gagá popular hayley rock oye http //www.facebook.com/maurice2828 v = app_2392950137 /video/video.php v = 1364196778993|1.0
gagá 3 dd 33|0.0
gahaha xd látigo culo imfaoo. lmfao|1.0
gay bi derecho pensar|0.0
dar antiguo testamento duro lolzzz|1.0
yendo bien entrada la noche caliente stuffffff 33|0.0
buenas noches picardias 333|0.0
tiene misterios si pags mucho uu|0.0
tiene cualquier cosa añadir quot enojado mundo soy conejo agujero haus gagá planeta feroz atrapado malo romance dejar baile cambio gon n / a ven oh incluso tratar leer póker cara pags quot lmao|0.0
adivinar cuyo viniendo ciudad siguiente semana|0.0
haber si adivinas quien soja eres sexi moneda de diez centavos quien soja xd ahahahaha eres pauparamore u2665|1.0
hace calor en colombia si pags|1.0
jajaja tomar si = p|0.0
te irias del pais si pero iria porque quiero vivir en la lo utilizaria como una excusa pags|0.0
si si|0.0
bien caliente bod jaykay lmaaaaao de todos modos xd ahhaha &#39;metro multa|0.0
jajaja noc porq se fue dos veces la pregunta 33 xdd estonces te amo el doble xd|0.0
jajaja olvidalo xdd|0.0
jajaja xd tu siempre vamos tinychat me gusta amperio vamos leva si.. siempre vamos aleatorio pequeños chats show leva apodo quot otro extraño quot|0.0
jajajaja primavera hora me gusta 4 4 ppl|0.0
jajaja tu decir mira me gusta tu siempre visto cuerpo lmfaaaaaaao pags si pedir lindo pags|1.0
hai maurice china hacer primavera ayer xdd|0.0
hannah montana selena gomez gusta disney miley ciro es muy diferente hm si te refieres miley pues ella se dejo llevar a cabo por la fama se volvio una persona vacia creida selena gomez esta muy apegada disney eso es naciones unidas punto muy en contra pero canta bn las dos cantan bn quedo estafa ninguna|0.0
dama gagá comer corazón querer espalda obviamente pags gagaatemyheart querer espalda pags querer corazón espalda páginas|0.0
siempre dijo sexy oh bueno gracias|0.0
siempre caído amor sip especial personu2665|0.0
siempre alguna cosa clamber.me naah pags|0.0
heeeeeey qué asco extraño tipo lmfao de todos modos tu pedir 5 5 preguntas por favor pedir tu 5 5 3 okay|1.0
heey wyyd uno tu compañeros ... supuestamente me gusta tu amigo querer amistad haría dejar saber|0.0
hellloooooooo sexy que es bebé r r xoxoxoxoxooxoxoxox principalmente besado aunque smexy|1.0
heloooo caliente cosas yaa &#39;metro estupendo hbu chelle u2665|0.0
herlooo jajaja tu sensación solitario todavía casa solo si pálido n / a ven|0.0
oye quot novio quot jeje 3 3|0.0
oye heey|0.0
oye heey|0.0
oye heey pags|0.0
oye tiene ejército de reserva vamos enfermo uno 7:15 7:30 permanecer aww okay 3|0.0
oye ^ _ ^ amor compañero 3 ji ji ilytoo|0.0
oye buddeh heey|0.0
oye célula sip nokia 5800 pags|0.0
oye peludo culo haría amor poner tounge profundo eww tipo obtener vida|1.0
oye saber querer saber juts no pedir quot anónimamente quot -.-|0.0
oye seguir espalda ya siguiendo bahaha pags|0.0
oye havent habló jajaja|0.0
oye smexy gimnasio recientemente si|0.0
oye smexy pálido n / a mierda combate 69 noche largo suena bueno k cama esperando sexy perra &#39;metro puta mierda estúpido maldito perra|1.0
oye bebé heey|0.0
oye mensajes español &#39;metro colombiana pags hablar español|0.0
oye|0.0
oye escuchando música hbu|0.0
oye x oye|0.0
oye tu pensar tu feo bonito decir tu feo tu significaba sensación bueno nosotros mismos tu tu feo amperio tu poner pedir beso gorjeo bueno beso no sé pags / .. tiene *beso*|0.0
oye heey|0.0
hola bebé tu marido marido deseo|0.0
hola|0.0
hola deja comienzo preguntando preguntas antiguo yuu &#39;metro 14|0.0
hola sexy hola smexy|0.0
hmm primero palabra gorjeo nombre.. bieber adivinar jajajajajaja|0.0
hola eres naciones unidas locomotora r si xdd soja naciones unidas psicopata xdd|0.0
holaaa como y como bieen|0.0
holaaaa jajaja u2665 que hacer bienn pags si xd preguntame locuras xd|0.0
tu mauriceeeeeeeeeeeeeeeeeeeeee boreeed|0.0
&#39;metro aburrido pags necesitar dinero jajaja|0.0
grande polla más grande cerebro lmao|0.0
combate recoger 2 brillante contento colores fucsia violeta pags|0.0
ven no responder poner puntos|0.0
beso pags quot romántico sexy quot pags|0.0
dejar niña saber contar pags|0.0
lejos ido niña siempre sexo tal vez pags|0.0
largo polla más grande gira cerebro|1.0
mucho encargarse de mucho|1.0
antiguo &#39;metro 14|0.0
antiguo &#39;metro 14|0.0
antiguo &#39;metro 14|0.0
antiguo &#39;metro 14|0.0
antiguo &#39;metro 14|0.0
alto &#39;metro me gusta 1 67 pags|0.0
infierno hacer sensación especial odiando|1.0
bonito|0.0
http //29.media.tumblr.com/tumblr_l4amy581bp1qzlpfgo1_500.jpgr pensar eso es repugnante ahhahahaha jajaja|0.0
http //tinychat.com/immboreddd okay|0.0
http //www.larissaweber.de.vu/ id = 9322e7 roto pags|0.0
http //www.youtube.com/watch v = 7lcdo-euiic lmao wtf jajaja|0.0
http //www.youtube.com/watch v = mbxfxhs3ny0 ohh gagá llorando amor actuación canción|0.0
http //www.youtube.com/watch v = qro4yzeyl0i u2764 u2765 u2661 u2665 u10e6 u025e|0.0
http //www.youtube.com/watch v = x1zjj8qtgjs me gusta canción xd xd|0.0
hwo antiguo &#39;metro 14|0.0
hecho preguntando zorra preguntas xd rofl. ahahha xddd frio|1.0
esta noche vídeo jajaja jajaja|0.0
hacer cama rock hacer cama rock probablemente si|0.0
no pensar virgen por cierto xd jajaja pensar|1.0
no sé de verdad golpes l|0.0
tiene ejército de reserva obtener apagado.. dm|0.0
odio limpieza jajaja seriamente seriamente seriamente lmao sensación me gusta mierda bahahaha pags|0.0
odio 2 hacer sensación especial|0.0
esperanza bahaha|0.0
me gusta canción|0.0
me gusta|0.0
looooove tu aww 33|0.0
amor hayley 33 hayley * - * u2665 * - *|0.0
amor maurice no contar no x 33 okay amor 33|0.0
lovee youu 3 u2665|0.0
loveee youur fondo amor jajaja lady gaga amperio yelyahwilliams 3|0.0
media lmao 3|0.0
necesitar copropietario primavera cuenta querer contar copropietario springpring .. no sé|0.0
nunca escondido carné de identidad maldición soy stoopid -.- de todos modos tu looooool tu saber de todos modos jeje xd bahaha desconocido jajaja|0.0
jugó guitarra chupar ahaa bueno votar 3 jajaja necesitar respuestas vamos facebook páginas|0.0
todavía pálido n / a f * ck jajajaja gracias|1.0
mensaje de texto nop|0.0
pensar spaz ataque lmfao *sonrojo* haría amor ver dd|0.0
pensar caliente de verdad awh pálido n / a saber|1.0
pensar pensar|0.0
pensar me gusta|0.0
pensar podría.|0.0
pensar contar|0.0
pensar caliente decir cosa antes de cristo saber gracias|0.0
pensamiento jugó guitarra pequeño pags &#39;metro malo jajaja oye por favor vamos http //www.mtvla.com/lacopamtv/ votar paramore jajaja|0.0
pálido n / a pedir alguna cosa hora no pálido n / a saber enfermo obtener desconcertado pedir anónimamente|1.0
pálido n / a tomar paseo disco palo tomar|1.0
chupar polla gratis páginas jajaja pags|1.0
amor gagá 23 1 10 jajaja jajaja xdd|0.0
wooonder saber esto es iss hmmm jajaja tal vez|0.0
haría amor gusto 3 bien esperando|0.0
celoso engañando|0.0
dama gagá casar jajaja probar jajaja|0.0
escuchando música escuchando amor camino mentira|0.0
proponiendo casar contar ll pensar|0.0
no sé pedir pags jajaja lo que sea pags|0.0
giro alrededor curva bienvenidos pequeño amigo dentro ah ah ah|1.0
alguien dijo matar matar nadie más mundo sitio awnser haría dar matar hijo de puta|1.0
tu podría reunirse 1 niña tu eva hablado 2 twita wud no sé pags|0.0
tu rumia en vivo forver wat wud tu en vivo crepúsculo bien &#39;metro me gusta t. lautner pequeño hermano|0.0
tu justin haría tu escoger justin timberlake ujier dama gagá|0.0
podría obtener perforación haría obtener labio perforación querer ll mira sexy pags|0.0
podría vamos espalda hora mas joven versión período vida haría regreso asesorar haría dar mas joven versión nah pálido n / a 14 siempre|0.0
podría futuro sueños haría incluir|0.0
podría beso nadie mundo haría bebé|0.0
tal vez|0.0
3 deseos deseo 1 deseo haría|0.0
hora máquina haría tomar uno período hora historia haría escoger vamos jb famoso|0.0
uno día solo tierra haría robó cosas vamos en vivo la|0.0
elección haría me gusta humano demi dios &#39;metro multa monstruo|1.0
hablar show haría primero cinco invitados gagá bieber hayley williams|0.0
vivió pueblo todo haría|0.0
